kec_id,kab_id,nama_kecamatan
140511,1405,Bandar Sei Kijang
140512,1405,Bandar Petalangan
140601,1406,Ujung Batu
140602,1406,Rokan IV Koto
140603,1406,Rambah
140604,1406,Tambusai
140605,1406,Kepenuhan
140606,1406,Kunto Darussalam
140607,1406,Rambah Samo
140608,1406,Rambah Hilir
140609,1406,Tambusai Utara
140610,1406,Bangun Purba
140611,1406,Tandun
140612,1406,Kabun
140613,1406,Bonai Darussalam
140614,1406,Pagaran Tapah Darussalam
140615,1406,Kepenuhan Hulu
140616,1406,Pendalian IV Koto
140701,1407,Kubu
140702,1407,Bangko
140703,1407,Tanah Putih
140704,1407,Rimba Melintang
140705,1407,Bagansinembah
140706,1407,Pasir Limau Kapas
140707,1407,Sinaboi
140708,1407,Pujud
140709,1407,Tanah Putih Tanjung Melawan
140710,1407,Bangko Pusako
140711,1407,Simpang Kanan
140712,1407,Batu Hampar
140713,1407,Rantau Kopar
140714,1407,Pekaitan
140715,1407,Kubu Babussalam
140716,1407,Tanjung Medan
140717,1407,Bagan Sinembah Raya
140718,1407,Balai Jaya
140801,1408,Siak
140802,1408,Sungai Apit
140803,1408,Minas
140804,1408,Tualang
140805,1408,Sungai Mandau
140806,1408,Dayun
140807,1408,Kerinci Kanan
140808,1408,Bunga Raya
140809,1408,Koto Gasib
140810,1408,Kandis
140811,1408,Lubuk Dalam
140812,1408,Sabak Auh
140813,1408,Mempura
140814,1408,Pusako
140901,1409,Kuantan Mudik
140902,1409,Kuantan Tengah
140903,1409,Singingi
140904,1409,Kuantan Hilir
140905,1409,Cerenti
140906,1409,Benai
140907,1409,Gunungtoar
140908,1409,Singingi Hilir
140909,1409,Pangean
140910,1409,Logas Tanah Darat
140911,1409,Inuman
140912,1409,Hulu Kuantan
140913,1409,Kuantan Hilir Seberang
140914,1409,Sentajo Raya
140915,1409,Pucuk Rantau
141001,1410,Tebing Tinggi
141002,1410,Rangsang Barat
141003,1410,Rangsang
141004,1410,Tebing Tinggi Barat
141005,1410,Merbau
141006,1410,Pulaumerbau
141007,1410,Tebing Tinggi Timur
141008,1410,Tasik Putri Puyu
141009,1410,Rangsang Pesisir
147101,1471,Sukajadi
147102,1471,Pekanbaru Kota
147103,1471,Sail
147104,1471,Lima Puluh
147105,1471,Senapelan
147106,1471,Rumbai
147107,1471,Bukit Raya
147108,1471,Tampan
147109,1471,Marpoyan Damai
147110,1471,Tenayan Raya
147111,1471,Payung Sekaki
147112,1471,Rumbai Pesisir
147201,1472,Dumai Barat
147202,1472,Dumai Timur
147203,1472,Bukit Kapur
147204,1472,Sungai Sembilan
147205,1472,Medang Kampai
147206,1472,Dumai Kota
147207,1472,Dumai Selatan
150101,1501,Gunung Raya
150102,1501,Danau Kerinci
150104,1501,Sitinjau Laut
150105,1501,Air Hangat
150106,1501,Gunung Kerinci
150107,1501,Batang Merangin
150108,1501,Keliling Danau
150109,1501,Kayu Aro
150111,1501,Air Hangat Timur
150115,1501,Gunung Tujuh
150116,1501,Siulak
150117,1501,Depati Tujuh
150118,1501,Siulak Mukai
150119,1501,Kayu Aro Barat
150120,1501,Bukitkerman
150121,1501,Air Hangat Barat
150201,1502,Jangkat
150202,1502,Bangko
150203,1502,Muara Siau
150204,1502,Sungai Manau
150205,1502,Tabir
150206,1502,Pamenang
150207,1502,Tabir Ulu
150208,1502,Tabir Selatan
150209,1502,Lembah Masurai
150210,1502,Bangko Barat
150211,1502,Nalo Tatan
150212,1502,Batang Masumai
150213,1502,Pamenang Barat
150214,1502,Tabir Ilir
150215,1502,Tabir Timur
150216,1502,Renah Pembarap
150217,1502,Pangkalan Jambu
150218,1502,Jangkat Timur
150219,1502,Renah Pamenang
150220,1502,Pamenang Selatan
150221,1502,Margo Tabir
150222,1502,Tabir Lintas
150223,1502,Tabir Barat
150224,1502,Tiang Pumpung
150301,1503,Batang Asai
150302,1503,Limun
150303,1503,Sarolangun
150304,1503,Pauh
150305,1503,Pelawan
150306,1503,Mandiangin
150307,1503,Air Hitam
150308,1503,Bathin VIII
150309,1503,Singkut
150310,1503,Cermin Nan Gedang
150401,1504,Mersam
150402,1504,Muara Tembesi
150403,1504,Muara Bulian
150404,1504,Batin XXIV
150405,1504,Pemayung
150406,1504,Maro Sebo Ulu
150407,1504,Bajubang
150408,1504,Maro Sebo Ilir
150501,1505,Jambi Luar Kota
150502,1505,Sekernan
150503,1505,Kumpeh
150504,1505,Maro Sebo
150505,1505,Mestong
150506,1505,Kumpeh Ulu
150507,1505,Sungai Bahar
150508,1505,Sungai Gelam
150509,1505,Bahar Utara
150510,1505,Bahar Selatan
150511,1505,Taman Rajo
150601,1506,Tungkal Ulu
150602,1506,Tungkal Ilir
150603,1506,Pengabuan
150604,1506,Betara
150605,1506,Merlung
150606,1506,Tebing Tinggi
150607,1506,Batang Asam
150608,1506,Renah Mendaluh
150609,1506,Muara Papalik
150610,1506,Seberang Kota
150611,1506,Bram Itam
150612,1506,Kuala Betara
150613,1506,Senyerang
150701,1507,Muara Sabak Timur
150702,1507,Nipah Panjang
150703,1507,Mendahara
150704,1507,Rantau Rasau
150705,1507,Sadu
150706,1507,Dendang
150707,1507,Muara Sabak Barat
150708,1507,Kuala Jambi
150709,1507,Mendahara Ulu
150710,1507,Geragai
150711,1507,Berbak
150801,1508,Tanah Tumbuh
150802,1508,Rantau Pandan
150803,1508,Pasar Muaro Bungo
150804,1508,Jujuhan
150805,1508,Tanah Sepenggal
150806,1508,Pelepat
150807,1508,Limbur Lubuk Mengkuang
150808,1508,Muko-muko Bathin VII
150809,1508,Pelepat Ilir
150810,1508,Batin II Babeko
150811,1508,Bathin III
150812,1508,Bungo Dani
150813,1508,Rimbo Tengah
150814,1508,Bathin III Ulu
150815,1508,Bathin II Pelayang
150816,1508,Jujuhan Ilir
150817,1508,Tanah Sepenggal Lintas
150901,1509,Tebo Tengah
150902,1509,Tebo Ilir
150903,1509,Tebo Ulu
150904,1509,Rimbo Bujang
150905,1509,Sumay
150906,1509,VII Koto
150907,1509,Rimbo Ulu
150908,1509,Rimbo Ilir
150909,1509,Tengah Ilir
150910,1509,Serai Serumpun
150911,1509,VII Koto Ilir
150912,1509,Muara Tabir
157101,1571,Telanaipura
157102,1571,Jambi Selatan
157103,1571,Jambi Timur
157104,1571,Pasar Jambi
157105,1571,Pelayangan
157106,1571,Danau Teluk
157107,1571,Kota Baru
157108,1571,Jelutung
157109,1571,Alam Barajo
157110,1571,Danau Sipin
157111,1571,Paal Merah
157201,1572,Sungai Penuh
157202,1572,Pesisir Bukit
157203,1572,Hamparan Rawang
157204,1572,Tanah Kampung
157205,1572,Kumun Debai
157206,1572,Pondok Tinggi
157207,1572,Koto Baru
157208,1572,Sungai Bungkal
160107,1601,Sosoh Buay Rayap
160108,1601,Pengandonan
160109,1601,Peninjauan
160113,1601,Baturaja Barat
160114,1601,Baturaja Timur
160120,1601,Ulu Ogan
160121,1601,Semidang Aji
160122,1601,Lubuk Batang
160128,1601,Lengkiti
160129,1601,Sinar Peninjauan
160130,1601,Lubuk Raja
160131,1601,Muara Jaya
160132,1601,Kedaton Peninjauan Raya
160202,1602,Tanjung Lubuk
160203,1602,Pedamaran
160204,1602,Mesuji
160205,1602,Kayu Agung
160208,1602,Sirah Pulau Padang
160211,1602,Tulung Selapan
160212,1602,Pampangan
160213,1602,Lempuing
160214,1602,Air Sugihan
160215,1602,Sungai Menang
160217,1602,Jejawi
160218,1602,Cengal
160219,1602,Pangkalan Lampam
160220,1602,Mesuji Makmur
160221,1602,Mesuji Raya
160222,1602,Lempuing Jaya
160223,1602,Teluk Gelam
160224,1602,Pedamaran Timur
160301,1603,Tanjung Agung
160302,1603,Muara Enim
160303,1603,Rambang Niru
160304,1603,Gunung Megang
160306,1603,Gelumbang
160307,1603,Lawang Kidul
160308,1603,Semende Darat Laut
160309,1603,Semende Darat Tengah
160310,1603,Semende Darat Ulu
160311,1603,Ujan Mas
160314,1603,Lubai
160315,1603,Rambang
160316,1603,Sungai Rotan
160317,1603,Lembak
160319,1603,Benakat
160321,1603,Kelekar
160322,1603,Muara Belida
160323,1603,Belimbing
160324,1603,Belida Darat
160325,1603,Lubai Ulu
160326,1603,Empat Petulai Dangku
160327,1603,Panang Enim
160401,1604,Tanjungsakti Pumu
160406,1604,Jarai
160407,1604,Kota Agung
160408,1604,Pulaupinang
160409,1604,Merapi Barat
160410,1604,Lahat
160412,1604,Pajar Bulan
160415,1604,Mulak Ulu
160416,1604,Kikim Selatan
160417,1604,Kikim Timur
160418,1604,Kikim Tengah
160419,1604,Kikim Barat
160420,1604,Pseksu
160421,1604,Gumay Talang
160422,1604,Pagar Gunung
160423,1604,Merapi Timur
160424,1604,Tanjung Sakti Pumi
160425,1604,Gumay Ulu
160426,1604,Merapi Selatan
160427,1604,Tanjungtebat
160428,1604,Muarapayang
160429,1604,Sukamerindu
160430,1604,Mulak Sebingkai
160431,1604,Lahat Selatan
160501,1605,Tugumulyo
160502,1605,Muara Lakitan
160503,1605,Muara Kelingi
160508,1605,Jayaloka
160509,1605,Muara Beliti
160510,1605,STL Ulu Terawas
160511,1605,Selangit
160512,1605,Megang Sakti
160513,1605,Purwodadi
160514,1605,BTS. Ulu
160518,1605,Tiang Pumpung Kepungut
160519,1605,Sumber Harta
160520,1605,Tuah Negeri
160521,1605,Suka Karya
160601,1606,Sekayu
160602,1606,Lais
160603,1606,Sungai Keruh
160604,1606,Batang Hari Leko
160605,1606,Sanga Desa
160606,1606,Babat Toman
160607,1606,Sungai Lilin
160608,1606,Keluang
160609,1606,Bayung Lencir
160610,1606,Plakat Tinggi
160611,1606,Lalan
160612,1606,Tungkal Jaya
160613,1606,Lawang Wetan
160614,1606,Babat Supat
160615,1606,Jirak Jaya
160701,1607,Banyuasin I
160702,1607,Banyuasin II
160703,1607,Banyuasin III
160704,1607,Pulau Rimau
160705,1607,Betung
160706,1607,Rambutan
160707,1607,Muara Padang
160708,1607,Muara Telang
160709,1607,Makarti Jaya
160710,1607,Talang Kelapa
160711,1607,Rantau Bayur
160712,1607,Tanjung Lago
160713,1607,Muara Sugihan
160714,1607,Air Salek
160715,1607,Tungkal Ilir
160716,1607,Suak Tapeh
160717,1607,Sembawa
160718,1607,Sumber Marga Telang
160719,1607,Air Kumbang
160720,1607,Karang Agung Ilir
160721,1607,Selat Penuguan
160801,1608,Martapura
160802,1608,Buay Madang
160803,1608,Belitang
160804,1608,Cempaka
160805,1608,Buay Pemuka Peliung
160806,1608,Madang Suku II
160807,1608,Madang Suku I
160808,1608,Semendawai Suku III
160809,1608,Belitang II
160810,1608,Belitang III
160811,1608,Bunga Mayang
160812,1608,Buay Madang Timur
160813,1608,Madang Suku III
160814,1608,Semendawai Barat
160815,1608,Semendawai Timur
160816,1608,Jayapura
160817,1608,Belitang Jaya
160818,1608,Belitang Madang Raya
160819,1608,Belitang Mulya
160820,1608,Buay Pemuka Bangsa Raja
160901,1609,Muara Dua
160902,1609,Pulau Beringin
160903,1609,Banding Agung
160904,1609,Muara Dua Kisam
160905,1609,Simpang
160906,1609,Buay Sandang Aji
160907,1609,Buay Runjung
160908,1609,Mekakau Ilir
160909,1609,Buay Pemaca
160910,1609,Kisam Tinggi
160911,1609,Kisam Ilir
160912,1609,Buay Pematang Ribu Ranau Tengah
160913,1609,Warkuk Ranau Selatan
160914,1609,Runjung Agung
160915,1609,Sungai Are
160916,1609,Sindang Danau
160917,1609,Buana Pemaca
160918,1609,Tiga Dihaji
160919,1609,Buay Rawan
161001,1610,Muara Kuang
161002,1610,Tanjung Batu
161003,1610,Tanjung Raja
161004,1610,Indralaya
161005,1610,Pemulutan
161006,1610,Rantau Alai
161007,1610,Indralaya Utara
161008,1610,Indralaya Selatan
161009,1610,Pemulutan Selatan
161010,1610,Pemulutan Barat
161011,1610,Rantau Panjang
161012,1610,Sungai Pinang
161013,1610,Kandis
161014,1610,Rambang Kuang
161015,1610,Lubuk Keliat
161016,1610,Payaraman
161101,1611,Muara Pinang
161102,1611,Pendopo
161103,1611,Ulu Musi
161104,1611,Tebing Tinggi
161105,1611,Lintang Kanan
161106,1611,Talang Padang
161107,1611,Pasemah Air Keruh
161108,1611,Sikap Dalam
161109,1611,Saling
161110,1611,Pendopo Barat
161201,1612,Talang Ubi
161202,1612,Penukal Utara
161203,1612,Penukal
161204,1612,Abab
161205,1612,Tanah Abang
161301,1613,Rupit
161302,1613,Rawas Ulu
161303,1613,Nibung
161304,1613,Rawas Ilir
161305,1613,Karang Dapo
161306,1613,Karang Jaya
161307,1613,Ulu Rawas
167101,1671,Ilir Barat II
167102,1671,Seberang Ulu I
167103,1671,Seberang Ulu II
167104,1671,Ilir Barat I
167105,1671,Ilir Timur I
167106,1671,Ilir Timur II
167107,1671,Sukarami
167108,1671,Sako
167109,1671,Kemuning
167110,1671,Kalidoni
167111,1671,Bukit Kecil
167112,1671,Gandus
167113,1671,Kertapati
167114,1671,Plaju
167115,1671,Alang-alang Lebar
167116,1671,Sematang Borang
167117,1671,Jakabaring
167118,1671,Ilir Timur Tiga
167201,1672,Pagar Alam Utara
167202,1672,Pagar Alam Selatan
167203,1672,Dempo Utara
167204,1672,Dempo Selatan
167205,1672,Dempo Tengah
167301,1673,Lubuk Linggau Timur I
167302,1673,Lubuk Linggau Barat I
167303,1673,Lubuk Linggau Selatan I
167304,1673,Lubuk Linggau Utara I
167305,1673,Lubuk Linggau Timur II
167306,1673,Lubuk Linggau Barat II
167307,1673,Lubuk Linggau Selatan II
167308,1673,Lubuk Linggau Utara II
167401,1674,Prabumulih Barat
167402,1674,Prabumulih Timur
167403,1674,Cambai
167404,1674,Rambang Kpk Tengah
167405,1674,Prabumulih Utara
167406,1674,Prabumulih Selatan
170101,1701,Kedurang
170102,1701,Seginim
170103,1701,Pino
170104,1701,Manna
170105,1701,Kota Manna
170106,1701,Pino Raya
170107,1701,Kedurang Ilir
170108,1701,Air Nipis
170109,1701,Ulu Manna
170110,1701,Bunga Mas
170111,1701,Pasar Manna
170206,1702,Kota Padang
170207,1702,Padang Ulak Tanding
170208,1702,Sindang Kelingi
170209,1702,Curup
170210,1702,Bermani Ulu
170211,1702,Selupu Rejang
170216,1702,Curup Utara
170217,1702,Curup Timur
170218,1702,Curup Selatan
170219,1702,Curup Tengah
170220,1702,Binduriang
170221,1702,Sindang Beliti Ulu
170222,1702,Sindang Dataran
170223,1702,Sindang Beliti Ilir
170224,1702,Bermani Ulu Raya
170301,1703,Enggano
170306,1703,Kerkap
170307,1703,Kota Arga Makmur
170308,1703,Giri Mulya
170309,1703,Padang Jaya
170310,1703,Lais
170311,1703,Batik Nau
170312,1703,Ketahun
170313,1703,Napal Putih
170314,1703,Putri Hijau
170315,1703,Air Besi
170316,1703,Air Napal
170319,1703,Hulu Palik
170320,1703,Air Padang
170321,1703,Arma Jaya
170322,1703,Tanjung Agung Palik
170323,1703,Ulok Kupai
170324,1703,Pinang Raya
170325,1703,Marga Sakti Sebelat
170401,1704,Kinal
170402,1704,Tanjung Kemuning
170403,1704,Kaur Utara
170404,1704,Kaur Tengah
170405,1704,Kaur Selatan
170406,1704,Maje
170407,1704,Nasal
170408,1704,Semidang Gumay
170409,1704,Kelam Tengah
170410,1704,Luas
170411,1704,Muara Sahung
170412,1704,Tetap
170413,1704,Lungkang Kule
170414,1704,Padang Guci Hilir
170415,1704,Padang Guci Hulu
170501,1705,Sukaraja
170502,1705,Seluma
170503,1705,Talo
170504,1705,Semidang Alas
170505,1705,Semidang Alas Maras
170506,1705,Air Periukan
170507,1705,Lubuk Sandi
170508,1705,Seluma Barat
170509,1705,Seluma Timur
170510,1705,Seluma Utara
170511,1705,Seluma Selatan
170512,1705,Talo Kecil
170513,1705,Ulu Talo
170514,1705,Ilir Talo
170601,1706,Lubuk Pinang
170602,1706,Kota Mukomuko
170603,1706,Teras Terunjam
170604,1706,Pondok Suguh
170605,1706,Ipuh
170606,1706,Malin Deman
170607,1706,Air Rami
170608,1706,Teramang Jaya
170609,1706,Selagan Raya
170610,1706,Penarik
170611,1706,XIV Koto
170612,1706,V Koto
170613,1706,Air Majunto
170614,1706,Air Dikit
170615,1706,Sungai Rumbai
170701,1707,Lebong Utara
170702,1707,Lebong Atas
170703,1707,Lebong Tengah
170704,1707,Lebong Selatan
170705,1707,Rimbo Pengadang
170706,1707,Topos
170707,1707,Bingin Kuning
170708,1707,Lebong Sakti
170709,1707,Pelabai
170710,1707,Amen
170711,1707,Uram Jaya
170712,1707,Pinang Belapis
170801,1708,Bermani Ilir
170802,1708,Ujan Mas
170803,1708,Tebat Karai
170804,1708,Kepahiang
170805,1708,Merigi
170806,1708,Kebawetan
170807,1708,Seberang Musi
170808,1708,Muara Kemumu
170901,1709,Karang Tinggi
170902,1709,Talang Empat
170903,1709,Pondok Kelapa
170904,1709,Pematang Tiga
170905,1709,Pagar Jati
170906,1709,Taba Penanjung
170907,1709,Merigi Kelindang
170908,1709,Merigi Sakti
170909,1709,Pondok Kubang
170910,1709,Bang Haji
170911,1709,Semidang Lagan
177101,1771,Selebar
177102,1771,Gading Cempaka
177103,1771,Teluk Segara
177104,1771,Muara Bangka Hulu
177105,1771,Kampung Melayu
177106,1771,Ratu Agung
177107,1771,Ratu Samban
177108,1771,Sungai Serut
177109,1771,Singaran Pati
180104,1801,Natar
180105,1801,Tanjung Bintang
180106,1801,Kalianda
180107,1801,Sidomulyo
180108,1801,Katibung
180109,1801,Penengahan
180110,1801,Palas
180113,1801,Jati Agung
180114,1801,Ketapang
180115,1801,Sragi
180116,1801,Raja Basa
180117,1801,Candipuro
180118,1801,Merbau Mataram
180121,1801,Bakauheni
180122,1801,Tanjung Sari
180123,1801,Way Sulan
180124,1801,Way Panji
180201,1802,Kalirejo
180202,1802,Bangun Rejo
180203,1802,Padang Ratu
180204,1802,Gunung Sugih
180205,1802,Trimurjo
180206,1802,Punggur
180207,1802,Terbanggi Besar
180208,1802,Seputih Raman
180209,1802,Rumbia
180210,1802,Seputih Banyak
180211,1802,Seputih Mataram
180212,1802,Seputih Surabaya
180213,1802,Terusan Nunyai
180214,1802,Bumi Ratu Nuban
180215,1802,Bekri
180216,1802,Seputih Agung
180217,1802,Way Pangubuan
180218,1802,Bandar Mataram
180219,1802,Pubian
180220,1802,Selagai Lingga
180221,1802,Anak Tuha
180222,1802,Sendang Agung
180223,1802,Kota Gajah
180224,1802,Bumi Nabung
180225,1802,Way Seputih
180226,1802,Bandar Surabaya
180227,1802,Anak Ratu Aji
180228,1802,Putra Rumbia
180301,1803,Bukit Kemuning
180302,1803,Kotabumi
180303,1803,Sungkai Selatan
180304,1803,Tanjung Raja
180305,1803,Abung Timur
180306,1803,Abung Barat
180307,1803,Abung Selatan
180308,1803,Sungkai Utara
180309,1803,Kotabumi Utara
180310,1803,Kotabumi Selatan
180311,1803,Abung Tengah
180312,1803,Abung Tinggi
180313,1803,Abung Semuli
180314,1803,Abung Surakarta
180315,1803,Muara Sungkai
180316,1803,Bunga Mayang
180317,1803,Hulu Sungkai
180318,1803,Sungkai Tengah
180319,1803,Abung Pekurun
180320,1803,Sungkai Jaya
180321,1803,Sungkai Barat
180322,1803,Abung Kunang
180323,1803,Blambangan Pagar
180404,1804,Balik Bukit
180405,1804,Sumber Jaya
180406,1804,Belalau
180407,1804,Way Tenong
180408,1804,Sekincau
180409,1804,Suoh
180410,1804,Batu Brak
180411,1804,Sukau
180415,1804,Gedung Surian
180418,1804,Kebun Tebu
180419,1804,Air Hitam
180420,1804,Pagar Dewa
180421,1804,Batu Ketulis
180422,1804,Lumbok Seminung
180423,1804,Bandar Negeri Suoh
180502,1805,Menggala
180506,1805,Gedung Aji
180508,1805,Banjar Agung
180511,1805,Gedung Meneng
180512,1805,Rawa Jitu Selatan
180513,1805,Penawar Tama
180518,1805,Rawa Jitu Timur
180520,1805,Banjar Margo
180522,1805,Rawa Pitu
180523,1805,Penawar Aji
180525,1805,Dente Teladas
180526,1805,Meraksa Aji
180527,1805,Gedung Aji Baru
180529,1805,Banjar Baru
180530,1805,Menggala Timur
180601,1806,Kota Agung
180602,1806,Talang Padang
180603,1806,Wonosobo
180604,1806,Pulau Panggung
180609,1806,Cukuh Balak
180611,1806,Pugung
180612,1806,Semaka
180613,1806,Sumber Rejo
180615,1806,Ulu Belu
180616,1806,Pematang Sawa
180617,1806,Klumbayan
180618,1806,Kota Agung Barat
180619,1806,Kota Agung Timur
180620,1806,Gisting
180621,1806,Gunung Alip
180624,1806,Limau
180625,1806,Bandar Negeri Semuong
180626,1806,Air Naningan
180627,1806,Bulok
180628,1806,Klumbayan Barat
180701,1807,Sukadana
180702,1807,Labuhan Maringgai
180703,1807,Jabung
180704,1807,Pekalongan
180705,1807,Sekampung
180706,1807,Batanghari
180707,1807,Way Jepara
180708,1807,Purbolinggo
180709,1807,Raman Utara
180710,1807,Metro Kibang
180711,1807,Marga Tiga
180712,1807,Sekampung Udik
180713,1807,Batanghari Nuban
180714,1807,Bumi Agung
180715,1807,Bandar Sribhawono
180716,1807,Mataram Baru
180717,1807,Melinting
180718,1807,Gunung Pelindung
180719,1807,Pasir Sakti
180720,1807,Waway Karya
180721,1807,Labuhan Ratu
180722,1807,Braja Selebah
180723,1807,Way Bungur
180724,1807,Marga Sekampung
180801,1808,Blambangan Umpu
180802,1808,Kasui
180803,1808,Banjit
180804,1808,Baradatu
180805,1808,Bahuga
180806,1808,Pakuan Ratu
180807,1808,Negeri Agung
180808,1808,Way Tuba
180809,1808,Rebang Tangkas
180810,1808,Gunung Labuhan
180811,1808,Negara Batin
180812,1808,Negeri Besar
180813,1808,Buay Bahuga
180814,1808,Bumi Agung
180901,1809,Gedong Tataan
180902,1809,Negeri Katon
180903,1809,Tegineneng
180904,1809,Way Lima
180905,1809,Padang Cermin
180906,1809,Punduh Pidada
180907,1809,Kedondong
180908,1809,Marga Punduh
180909,1809,Way Khilau
180910,1809,Teluk Pandan
180911,1809,Way Ratai
181001,1810,Pringsewu
181002,1810,Gading Rejo
181003,1810,Ambarawa
181004,1810,Pardasuka
181005,1810,Pagelaran
181006,1810,Banyumas
181007,1810,Adiluwih
181008,1810,Sukoharjo
181009,1810,Pagelaran Utara
181101,1811,Mesuji
181102,1811,Mesuji Timur
181103,1811,Rawa Jitu Utara
181104,1811,Way Serdang
181105,1811,Simpang Pematang
181106,1811,Panca Jaya
181107,1811,Tanjung Raya
181201,1812,Tulang Bawang Tengah
181202,1812,Tumijajar
181203,1812,Tulang Bawang Udik
181204,1812,Gunung Terang
181205,1812,Gunung Agung
181206,1812,Way Kenanga
181207,1812,Lambu Kibang
181208,1812,Pagar Dewa
181209,1812,Batu Putih
181301,1813,Pesisir Tengah
181302,1813,Pesisir Selatan
181303,1813,Lemong
181304,1813,Pesisir Utara
181305,1813,Karya Penggawa
181306,1813,Pulaupisang
181307,1813,Way Krui
181308,1813,Krui Selatan
181309,1813,Ngambur
181310,1813,Ngaras
181311,1813,Bangkunat
187101,1871,Kedaton
187102,1871,Sukarame
187103,1871,Tanjungkarang Barat
187104,1871,Panjang
187105,1871,Tanjungkarang Timur
187106,1871,Tanjungkarang Pusat
187107,1871,Telukbetung Selatan
187108,1871,Telukbetung Barat
187109,1871,Telukbetung Utara
187110,1871,Rajabasa
187111,1871,Tanjung Senang
187112,1871,Sukabumi
187113,1871,Kemiling
187114,1871,Labuhan Ratu
187115,1871,Way Halim
187116,1871,Langkapura
187117,1871,Enggal
187118,1871,Kedamaian
187119,1871,Telukbetung Timur
187120,1871,Bumi Waras
187201,1872,Metro Pusat
187202,1872,Metro Utara
187203,1872,Metro Barat
187204,1872,Metro Timur
187205,1872,Metro Selatan
190101,1901,Sungailiat
190102,1901,Belinyu
190103,1901,Merawang
190104,1901,Mendo Barat
190105,1901,Pemali
190106,1901,Bakam
190107,1901,Riau Silip
190108,1901,Puding Besar
190201,1902,Tanjung Pandan
190202,1902,Membalong
190203,1902,Selat Nasik
190204,1902,Sijuk
190205,1902,Badau
190301,1903,Toboali
190302,1903,Lepar Pongok
190303,1903,Air Gegas
190304,1903,Simpang Rimba
190305,1903,Payung
190306,1903,Tukak Sadai
190307,1903,Pulaubesar
190308,1903,Kepulauan Pongok
190401,1904,Koba
190402,1904,Pangkalan Baru
190403,1904,Sungai Selan
190404,1904,Simpang Katis
190405,1904,Namang
190406,1904,Lubuk Besar
190501,1905,Muntok
190502,1905,Simpang Teritip
190503,1905,Jebus
190504,1905,Kelapa
190505,1905,Tempilang
190506,1905,Parittiga
190601,1906,Manggar
190602,1906,Gantung
190603,1906,Dendang
190604,1906,Kelapa Kampit
190605,1906,Damar
190606,1906,Simpang Renggiang
190607,1906,Simpang Pesak
197101,1971,Bukitintan
197102,1971,Taman Sari
197103,1971,Pangkal Balam
197104,1971,Rangkui
197105,1971,Gerunggang
197106,1971,Gabek
197107,1971,Girimaya
210104,2101,Gunung Kijang
210106,2101,Bintan Timur
210107,2101,Bintan Utara
210108,2101,Teluk Bintan
210109,2101,Tambelan
210110,2101,Telok Sebong
210112,2101,Toapaya
210113,2101,Mantang
210114,2101,Bintan Pesisir
210115,2101,Seri Kuala Lobam
210201,2102,Moro
210202,2102,Kundur
210203,2102,Karimun
210204,2102,Meral
210205,2102,Tebing
210206,2102,Buru
210207,2102,Kundur Utara
210208,2102,Kundur Barat
210209,2102,Durai
210210,2102,Meral Barat
210211,2102,Ungar
210212,2102,Belat
210304,2103,Midai
210305,2103,Bunguran Barat
210306,2103,Serasan
210307,2103,Bunguran Timur
210308,2103,Bunguran Utara
210309,2103,Subi
210310,2103,Pulau Laut
210311,2103,Pulau Tiga
210315,2103,Bunguran Timur Laut
210316,2103,Bunguran Tengah
210318,2103,Bunguran Selatan
210319,2103,Serasan Timur
210320,2103,Bunguran Batubi
210321,2103,Pulau Tiga Barat
210322,2103,Suak Midai
210401,2104,Singkep
210402,2104,Lingga
210403,2104,Senayang
210404,2104,Singkep Barat
210405,2104,Lingga Utara
210406,2104,Singkep Pesisir
210407,2104,Lingga Timur
210408,2104,Selayar
210409,2104,Singkep Selatan
210410,2104,Kepulauan Posek
210411,2104,Katang Bidare
210412,2104,Temiang Pesisir
210413,2104,Bakung Serumpun
210501,2105,Siantan
210502,2105,Palmatak
210503,2105,Siantan Timur
210504,2105,Siantan Selatan
210505,2105,Jemaja Timur
210506,2105,Jemaja
210507,2105,Siantan Tengah
210508,2105,Siantan Utara
210509,2105,Jemaja Barat
217101,2171,Belakang Padang
217102,2171,Batu Ampar
217103,2171,Sekupang
217104,2171,Nongsa
217105,2171,Bulang
217106,2171,Lubuk Baja
217107,2171,Sei Beduk
217108,2171,Galang
217109,2171,Bengkong
217110,2171,Batam Kota
217111,2171,Sagulung
217112,2171,Batu Aji
217201,2172,Tanjung Pinang Barat
217202,2172,Tanjung Pinang Timur
217203,2172,Tanjung Pinang Kota
217204,2172,Bukit Bestari
